K00001	alcohol_dehydrogenase_[EC:1.1.1.1]
K03980	virulence_factor
K03981	thiol:disulfide_interchange_protein_DsbC_[EC:5.3.4.1]
K03982	plasminogen_activator_inhibitor-1
K03983	alpha-2-antiplasmin
K03984	alpha-1-antitrypsin
K03985	plasminogen_activator,_urokinase_receptor
K03986	complement_C1q_subcomponent_subunit_A
K03987	complement_C1q_subcomponent_subunit_B
K03988	complement_C1q_subcomponent_subunit_C
K03989	complement_component_4
K03990	complement_component_3
K03991	mannose-binding_lectin
K03992	mannan-binding_lectin_serine_protease_1_[EC:3.4.21.-]
K03993	mannan-binding_lectin_serine_protease_2_[EC:3.4.21.104]
K03994	complement_component_5
K03995	complement_component_6
K03996	complement_component_7
K03997	complement_component_8_subunit_alpha
K03998	complement_component_8_subunit_beta
K03999	complement_component_8_subunit_gamma
K04000	complement_component_9
K04001	C1_inhibitor
K04002	complement_component_4_binding_protein,_alpha
K04003	complement_component_4_binding_protein,_beta
K04004	complement_factor_H
K04005	complement_receptor_related_protein
K04006	decay_accelerating_factor
K04007	membrane_cofactor_protein
K04008	CD59_antigen
K04009	C3a_anaphylatoxin_chemotactic_receptor
K04010	C5a_anaphylatoxin_chemotactic_receptor
K04011	complement_component_(3b/4b)_receptor_1
K04012	complement_receptor_type_2
K04013	cytochrome_c-type_protein_NrfB
K04014	protein_NrfC
K04015	protein_NrfD
K04016	cytochrome_c-type_biogenesis_protein_NrfE
K04017	formate-dependent_nitrite_reductase_complex_subunit_NrfF
K04018	formate-dependent_nitrite_reductase_complex_subunit_NrfG
K04019	ethanolamine_utilization_protein_EutA
K04020	phosphotransacetylase
K04021	aldehyde_dehydrogenase
K04022	alcohol_dehydrogenase
K04023	ethanolamine_transporter
K04024	ethanolamine_utilization_protein_EutJ
K04025	ethanolamine_utilization_protein_EutK
K04026	ethanolamine_utilization_protein_EutL
K04027	ethanolamine_utilization_protein_EutM
K04028	ethanolamine_utilization_protein_EutN
K04029	ethanolamine_utilization_protein_EutP
K04030	ethanolamine_utilization_protein_EutQ
K04031	ethanolamine_utilization_protein_EutS
K04032	ethanolamine_utilization_cobalamin_adenosyltransferase_[EC:2.5.1.17]
K04033	AraC_family_transcriptional_regulator,_ethanolamine_operon_transcriptional_activator
K04034	anaerobic_magnesium-protoporphyrin_IX_monomethyl_ester_cyclase_[EC:4.-.-.-]
K04035	magnesium-protoporphyrin_IX_monomethyl_ester_(oxidative)_cyclase_[EC:1.14.13.81]
K04036	divinyl_protochlorophyllide_a_8-vinyl-reductase_[EC:1.-.-.-]
K04037	light-independent_protochlorophyllide_reductase_subunit_L_[EC:1.3.7.7]
K04038	light-independent_protochlorophyllide_reductase_subunit_N_[EC:1.3.7.7]
K04039	light-independent_protochlorophyllide_reductase_subunit_B_[EC:1.3.7.7]
K04040	chlorophyll_synthase_[EC:2.5.1.62]
K04041	fructose-1,6-bisphosphatase_III_[EC:3.1.3.11]
K04042	bifunctional_UDP-N-acetylglucosamine_pyrophosphorylase_/_Glucosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.3.1.157]
K04043	molecular_chaperone_DnaK
K04044	molecular_chaperone_HscA
K04045	molecular_chaperone_HscC
K04046	hypothetical_chaperone_protein
K04047	starvation-inducible_DNA-binding_protein
K04048	type_III_secretion_protein_SctA
K04049	type_III_secretion_protein_SctB
K04050	type_III_secretion_protein_SctE
K04051	type_III_secretion_protein_SctG
K04052	type_III_secretion_protein_SctH
K04053	type_III_secretion_protein_SctI
K04054	type_III_secretion_protein_SctK
K04055	type_III_secretion_protein_SctM
K04056	type_III_secretion_protein_SctO
K04057	type_III_secretion_protein_SctP
K04058	type_III_secretion_protein_SctW
K04059	type_III_secretion_protein_SctX
K04060	type_III_secretion_protein_SctY
K04061	flagellar_biosynthesis_protein
K04062	osmotically_inducible_lipoprotein_OsmB
K04063	osmotically_inducible_protein_OsmC
K04064	osmotically_inducible_lipoprotein_OsmE
K04065	hyperosmotically_inducible_periplasmic_protein
K04066	primosomal_protein_N'_(replication_factor_Y)_(superfamily_II_helicase)_[EC:3.6.4.-]
K04067	primosomal_replication_protein_N''
K04068	anaerobic_ribonucleoside-triphosphate_reductase_activating_protein_[EC:1.97.1.4]
K04069	pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]
K04070	putative_pyruvate_formate_lyase_activating_enzyme_[EC:1.97.1.4]
K04071	6-pyruvoyltetrahydropterin_2'-reductase_[EC:1.1.1.220]
K04072	acetaldehyde_dehydrogenase_/_alcohol_dehydrogenase_[EC:1.2.1.10_1.1.1.1]
K04073	acetaldehyde_dehydrogenase_[EC:1.2.1.10]
K04074	cell_division_initiation_protein
K04075	tRNA(Ile)-lysidine_synthase_[EC:6.3.4.19]
K04076	Lon-like_ATP-dependent_protease_[EC:3.4.21.-]
K04077	chaperonin_GroEL
K04078	chaperonin_GroES
K04079	molecular_chaperone_HtpG
K04080	molecular_chaperone_IbpA
K04081	molecular_chaperone_IbpB
K04082	molecular_chaperone_HscB
K04083	molecular_chaperone_Hsp33
K04084	thiol:disulfide_interchange_protein_DsbD_[EC:1.8.1.8]
K04085	tRNA_2-thiouridine_synthesizing_protein_A_[EC:2.8.1.-]
K04086	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpL
K04087	membrane_protease_subunit_HflC_[EC:3.4.-.-]
K04088	membrane_protease_subunit_HflK_[EC:3.4.-.-]
K04090	indolepyruvate_ferredoxin_oxidoreductase_[EC:1.2.7.8]
K04091	alkanesulfonate_monooxygenase_[EC:1.14.14.5]
K04092	chorismate_mutase_[EC:5.4.99.5]
K04093	chorismate_mutase_[EC:5.4.99.5]
K04094	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase_[EC:2.1.1.74]
K04095	cell_filamentation_protein
K04096	DNA_processing_protein
K04097	glutathione_S-transferase_[EC:2.5.1.18]
K04098	hydroxyquinol_1,2-dioxygenase_[EC:1.13.11.37]
K04099	gallate_dioxygenase_[EC:1.13.11.57]
K04100	protocatechuate_4,5-dioxygenase,_alpha_chain_[EC:1.13.11.8]
K04101	protocatechuate_4,5-dioxygenase,_beta_chain_[EC:1.13.11.8]
K04102	4,5-dihydroxyphthalate_decarboxylase_[EC:4.1.1.55]
K04103	indolepyruvate_decarboxylase_[EC:4.1.1.74]
K04105	4-hydroxybenzoate-CoA_ligase_[EC:6.2.1.27_6.2.1.25]
K04107	4-hydroxybenzoyl-CoA_reductase_subunit_gamma_[EC:1.3.7.9]
K04108	4-hydroxybenzoyl-CoA_reductase_subunit_alpha_[EC:1.3.7.9]
K04109	4-hydroxybenzoyl-CoA_reductase_subunit_beta_[EC:1.3.7.9]
K04110	benzoate-CoA_ligase_[EC:6.2.1.25]
K04112	benzoyl-CoA_reductase_subunit_[EC:1.3.7.8]
K04113	benzoyl-CoA_reductase_subunit_[EC:1.3.7.8]
K04114	benzoyl-CoA_reductase_subunit_[EC:1.3.7.8]
K04115	benzoyl-CoA_reductase_subunit_[EC:1.3.7.8]
K04116	cyclohexanecarboxylate-CoA_ligase_[EC:6.2.1.-]
K04117	cyclohexanecarboxyl-CoA_dehydrogenase_[EC:1.3.99.-]
K04118	pimeloyl-CoA_dehydrogenase_[EC:1.3.1.62]
K04119	aldo-keto_reductase_family_1_member_C3_[EC:1.1.1.64_1.1.1.188_1.1.1.213]
K04120	ent-copalyl_diphosphate_synthase_[EC:5.5.1.13]
K04121	ent-kaurene_synthase_[EC:4.2.3.19]
K04122	ent-kaurene_oxidase_[EC:1.14.13.78]
K04123	ent-kaurenoic_acid_hydroxylase_[EC:1.14.13.79]
K04124	gibberellin_3-beta-dioxygenase_[EC:1.14.11.15]
K04125	gibberellin_2-oxidase_[EC:1.14.11.13]
K04126	isopenicillin-N_synthase_[EC:1.21.3.1]
K04127	isopenicillin-N_epimerase_[EC:5.1.1.17]
K04128	hydroxymethyl_cephem_carbamoyltransferase_[EC:2.1.3.7]
K04129	muscarinic_acetylcholine_receptor_M1
K04130	muscarinic_acetylcholine_receptor_M2
K04131	muscarinic_acetylcholine_receptor_M3
K04132	muscarinic_acetylcholine_receptor_M4
K04133	muscarinic_acetylcholine_receptor_M5
K04134	muscarinic_acetylcholine_receptor
K04135	adrenergic_receptor_alpha-1A
K04136	adrenergic_receptor_alpha-1B
K04137	adrenergic_receptor_alpha-1D
K04138	adrenergic_receptor_alpha-2A
K04139	adrenergic_receptor_alpha-2B
K04140	adrenergic_receptor_alpha-2C
K04141	adrenergic_receptor_beta-1
K04142	adrenergic_receptor_beta-2
K04143	adrenergic_receptor_beta-3
K04144	dopamine_receptor_D1
K04145	dopamine_receptor_D2
K04146	dopamine_receptor_D3
K04147	dopamine_receptor_D4
K04148	dopamine_D1-like_receptor
K04149	histamine_receptor_H1
K04150	histamine_receptor_H2
K04151	histamine_receptor_H3
K04152	histamine_receptor_H4
K04153	5-hydroxytryptamine_receptor_1
K04157	5-hydroxytryptamine_receptor_2
K04160	5-hydroxytryptamine_receptor_4
K04161	5-hydroxytryptamine_receptor_5
K04162	5-hydroxytryptamine_receptor_6
K04163	5-hydroxytryptamine_receptor_7
K04165	Octopamine_receptor
K04166	angiotensin_II_receptor_type_1
K04167	angiotensin_II_receptor_type_2
K04168	neuromedin_B_receptor
K04169	gastrin-releasing_peptide_receptor
K04170	bombesin-like_receptor_3
K04171	G_protein-coupled_receptor_77
K04172	formyl_peptide_receptor_1
K04173	formyl_peptide_receptor-like
K04174	apelin_receptor
K04175	interleukin_8_receptor_alpha
K04176	C-C_chemokine_receptor_type_1
K04177	C-C_chemokine_receptor_type_2
K04178	C-C_chemokine_receptor_type_3
K04179	C-C_chemokine_receptor_type_4
K04180	C-C_chemokine_receptor_type_5
K04181	C-C_chemokine_receptor_type_6
K04182	C-C_chemokine_receptor_type_7
K04183	C-C_chemokine_receptor_type_8
K04184	C-C_chemokine_receptor_type_9
K04185	C-C_chemokine_receptor_type_10
K04186	C-C_chemokine_receptor-like_1
K04187	chemokine_binding_protein_2
K04188	C-X-C_chemokine_receptor_type_3
K04189	C-X-C_chemokine_receptor_type_4
K04190	C-X-C_chemokine_receptor_type_5
K04191	C-X-C_chemokine_receptor_type_6
K04192	CX3C_chemokine_receptor_1
K04193	XC_chemokine_receptor_1
K04194	cholecystokinin_A_receptor
K04195	cholecystokinin_B_receptor
K04196	cholecystokinin-like_receptor
K04197	endothelin_receptor_type_A
K04198	endothelin_receptor_type_B
K04199	melanocortin_1_receptor
K04200	melanocortin_2_receptor
K04201	melanocortin_3_receptor
K04202	melanocortin_4_receptor
K04203	melanocortin_5_receptor
K04204	neuropeptide_Y_receptor_type_1/4/6
K04205	neuropeptide_Y_receptor_type_2
K04207	neuropeptide_Y_receptor_type_5
K04209	neuropeptide_Y_receptor,_invertebrate
K04210	G_protein-coupled_receptor_83
K04211	neurotensin_receptor_1
K04212	neurotensin_receptor_2
K04213	delta-type_opioid_receptor
K04214	kappa-type_opioid_receptor
K04215	mu-type_opioid_receptor
K04216	nociceptin_receptor
K04217	somatostatin_receptor_1
K04218	somatostatin_receptor_2
K04219	somatostatin_receptor_3
K04220	somatostatin_receptor_4
K04221	somatostatin_receptor_5
K04222	tachykinin_receptor_1
K04223	tachykinin_receptor_2
K04224	tachykinin_receptor_3
K04225	tachykinin-like_receptor
K04226	arginine_vasopressin_receptor_1A
K04227	arginine_vasopressin_receptor_1B
K04228	arginine_vasopressin_receptor_2
K04229	oxytocin_receptor
K04230	galanin_receptor_1
K04231	galanin_receptor_2
K04232	galanin_receptor_3
K04233	allatostatin_receptor
K04234	coagulation_factor_II_(thrombin)_receptor-like_1
K04235	coagulation_factor_II_(thrombin)_receptor-like_2
K04236	coagulation_factor_II_(thrombin)_receptor-like_3
K04237	partitioning_defective_protein_3
K04238	hypocretin_(orexin)_receptor_1
K04239	hypocretin_(orexin)_receptor_2
K04240	neuropeptide_FF_receptor_1
K04241	urotensin_2_receptor
K04242	adrenomedullin_receptor
K04243	G_protein-coupled_receptor_37_(endothelin_receptor_type_B-like)
K04244	endothelin_type_b_receptor-like_protein_2
K04245	chemokine-like_receptor_1
K04246	G_protein-coupled_receptor_30
K04247	follicle_stimulating_hormone_receptor
K04248	luteinizing_hormone/choriogonadotropin_receptor
K04249	thyroid_stimulating_hormone_receptor
K04250	rhodopsin
K04251	long/medium_wavelength-sensitive_opsin
K04252	short_wavelength-sensitive_opsin
K04253	visual_pigment-like_receptor_peropsin
K04254	retinal_G_protein_coupled_receptor
K04255	r-opsin
K04256	c-opsin
K04257	olfactory_receptor
K04258	prostaglandin_E_receptor_1
K04259	prostaglandin_E_receptor_2
K04260	prostaglandin_E_receptor_3
K04261	prostaglandin_E_receptor_4
K04262	prostaglandin_F_receptor
K04263	prostacyclin_receptor
K04264	thromboxane_A2_receptor
K04265	adenosine_A1_receptor
K04266	adenosine_receptor_A2a
K04267	adenosine_receptor_A2b
K04268	adenosine_A3_receptor
K04269	purinergic_receptor_P2Y,_G_protein-coupled,_2
K04270	purinergic_receptor_P2Y,_G_protein-coupled,_1
K04271	pyrimidinergic_receptor_P2Y,_G_protein-coupled,_4
K04272	pyrimidinergic_receptor_P2Y,_G_protein-coupled,_6
K04273	lysophosphatidic_acid_receptor_6
K04274	purinergic_receptor_P2Y,_G_protein-coupled,_10
K04275	lysophosphatidic_acid_receptor_4
K04276	G_protein-coupled_receptor_35
K04277	cannabinoid_receptor_1
K04278	cannabinoid_receptor_2_(macrophage)
K04279	platelet-activating_factor_receptor
K04280	gonadotropin-releasing_hormone_receptor
K04281	calpastatin
K04282	thyrotropin-releasing_hormone_receptor
K04283	trypanothione-disulfide_reductase_[EC:1.8.1.12]
K04284	growth_hormone_secretagogue_receptor
K04285	melatonin_receptor_type_1A
K04286	melatonin_receptor_type_1B
K04287	G_protein-coupled_receptor_50
K04288	sphingosine_1-phosphate_receptor_1
K04289	lysophosphatidic_acid_receptor_1
K04290	sphingosine_1-phosphate_receptor_3
K04291	lysophosphatidic_acid_receptor_2
K04292	sphingosine_1-phosphate_receptor_2
K04293	sphingosine_1-phosphate_receptor_4
K04294	lysophosphatidic_acid_receptor_3
K04295	sphingosine_1-phosphate_receptor_5
K04296	leukotriene_B4_receptor_1
K04297	leukotriene_B4_receptor_2
K04298	purinergic_receptor_P2Y,_G_protein-coupled,_12
K04299	purinergic_receptor_P2Y,_G_protein-coupled,_14
K04300	super_conserved_receptor_expressed_in_brain_3
K04301	G_protein-coupled_receptor_27
K04302	G_protein-coupled_receptor_85
K04303	MAS1_oncogene
K04304	C-X-C_chemokine_receptor_type_7
K04305	Epstein-Barr_virus_induced_gene_2
K04306	leucine-rich_repeat-containing_G_protein-coupled_receptor_7
K04307	leucine-rich_repeat-containing_G_protein-coupled_receptor_8
K04308	leucine-rich_repeat-containing_G_protein-coupled_receptor_5
K04309	leucine-rich_repeat-containing_G_protein-coupled_receptor_4
K04310	G_protein-coupled_receptor_1
K04311	G_protein-coupled_receptor_3
K04312	G_protein-coupled_receptor_4
K04313	G_protein-coupled_receptor_6
K04314	prolactin_releasing_hormone_receptor
K04315	G_protein-coupled_receptor_12
K04316	G_protein-coupled_receptor_19
K04317	G_protein-coupled_receptor_20
K04318	G_protein-coupled_receptor_21
K04319	G_protein-coupled_receptor_22
K04320	melanin-concentrating_hormone_receptor_1
K04321	G_protein-coupled_receptor_63
K04322	cysteinyl_leukotriene_receptor_1
K04323	cysteinyl_leukotriene_receptor_2
K04324	MAS1_oncogene-like
K04325	free_fatty_acid_receptor_1
K04326	free_fatty_acid_receptor_3
K04328	free_fatty_acid_receptor_2
K04332	prostaglandin_D2_receptor
K04333	LuxR_family_transcriptional_regulator,_csgAB_operon_transcriptional_regulatory_protein
K04334	major_curlin_subunit
K04335	minor_curlin_subunit
K04336	curli_production_protein
K04337	curli_production_assembly/transport_component_CsgE
K04338	curli_production_assembly/transport_component_CsgF
K04339	scyllo-inosamine_4-kinase_[EC:2.7.1.65]
K04340	scyllo-inosamine-4-phosphate_amidinotransferase_1_[EC:2.1.4.2]
K04341	dTDP-dihydrostreptose-streptidine-6-phosphate_dihydrostreptosyltransferase_[EC:2.4.2.27]
K04342	streptomycin-6-phosphatase_[EC:3.1.3.39]
K04343	streptomycin_6-kinase_[EC:2.7.1.72]
K04344	voltage-dependent_calcium_channel_P/Q_type_alpha-1A
K04345	protein_kinase_A_[EC:2.7.11.11]
K04346	guanine_nucleotide-binding_protein_subunit_alpha-12
K04347	guanine_nucleotide-binding_protein_G(I)/G(S)/G(O)_subunit_gamma-12
K04348	serine/threonine-protein_phosphatase_2B_catalytic_subunit_[EC:3.1.3.16]
K04349	Ras-specific_guanine_nucleotide-releasing_factor_1
K04350	RAS_guanyl-releasing_protein_1
K04351	Rap_guanine_nucleotide_exchange_factor_4
K04352	Ras_GTPase-activating_protein_1
K04353	Ras-related_protein_Rap-1A
K04354	serine/threonine-protein_phosphatase_2A_regulatory_subunit_B
K04355	brain-derived_neurotrophic_factor
K04356	neurotrophin_3
K04357	epidermal_growth_factor
K04358	fibroblast_growth_factor
K04359	platelet-derived_growth_factor_subunit_A
K04360	neurotrophic_tyrosine_kinase_receptor_type_2_[EC:2.7.10.1]
K04361	epidermal_growth_factor_receptor_[EC:2.7.10.1]
K04362	fibroblast_growth_factor_receptor_1_[EC:2.7.10.1]
K04363	platelet-derived_growth_factor_receptor_alpha_[EC:2.7.10.1]
K04364	growth_factor_receptor-binding_protein_2
K04365	B-Raf_proto-oncogene_serine/threonine-protein_kinase_[EC:2.7.11.1]
K04366	RAF_proto-oncogene_serine/threonine-protein_kinase_[EC:2.7.11.1]
K04367	proto-oncogene_serine/threonine-protein_kinase_mos_[EC:2.7.11.1]
K04368	mitogen-activated_protein_kinase_kinase_1_[EC:2.7.12.2]
K04369	mitogen-activated_protein_kinase_kinase_2_[EC:2.7.12.2]
K04370	mitogen-activated_protein_kinase_kinase_1_interacting_protein_1
K04371	mitogen-activated_protein_kinase_1/3_[EC:2.7.11.24]
K04372	MAP_kinase_interacting_serine/threonine_kinase_[EC:2.7.11.1]
K04373	p90_ribosomal_S6_kinase_[EC:2.7.11.1]
K04374	cyclic_AMP-dependent_transcription_factor_ATF-4
K04375	ETS_domain-containing_protein_Elk-1
K04376	ETS_domain-containing_protein_Elk-4
K04377	Myc_proto-oncogene_protein
K04378	serum_response_factor
K04379	proto-oncogene_protein_c-fos
K04380	microtubule-associated_protein_tau
K04381	stathmin
K04382	serine/threonine-protein_phosphatase_2A_catalytic_subunit_[EC:3.1.3.16]
K04383	interleukin_1_alpha
K04384	transforming_growth_factor_beta,_invertebrate
K04385	axin_2
K04386	interleukin_1_receptor_type_I
K04387	interleukin_1_receptor_type_II
K04388	TGF-beta_receptor_type-2_[EC:2.7.11.30]
K04389	tumor_necrosis_factor_ligand_superfamily_member_6
K04390	tumor_necrosis_factor_receptor_superfamily_member_6
K04391	CD14_antigen
K04392	Ras-related_C3_botulinum_toxin_substrate_1
K04393	cell_division_control_protein_42
K04394	caspase_4_[EC:3.4.22.57]
K04395	caspase_5_[EC:3.4.22.58]
K04396	caspase_6_[EC:3.4.22.59]
K04397	caspase_7_[EC:3.4.22.60]
K04398	caspase_8_[EC:3.4.22.61]
K04399	caspase_9_[EC:3.4.22.62]
K04400	caspase_10_[EC:3.4.22.63]
K04401	caspase_14_[EC:3.4.22.-]
K04402	growth_arrest_and_DNA-damage-inducible_protein
K04403	TAK1-binding_protein_1
K04404	TAK1-binding_protein_2
K04405	evolutionarily_conserved_signaling_intermediate_in_Toll_pathways
K04406	mitogen-activated_protein_kinase_kinase_kinase_kinase_3_[EC:2.7.11.1]
K04407	mitogen-activated_protein_kinase_kinase_kinase_kinase_4_[EC:2.7.11.1]
K04408	mitogen-activated_protein_kinase_kinase_kinase_kinase_1_[EC:2.7.11.1]
K04409	p21-activated_kinase_1_[EC:2.7.11.1]
K04410	p21-activated_kinase_2_[EC:2.7.11.1]
K04411	serine/threonine_kinase_4
K04412	serine/threonine_kinase_3
K04413	misshapen/NIK-related_kinase_[EC:2.7.11.1]
K04414	mitogen-activated_protein_kinase_kinase_kinase_kinase_2_[EC:2.7.11.1]
K04415	mitogen-activated_protein_kinase_kinase_kinase_8_[EC:2.7.11.25]
K04416	mitogen-activated_protein_kinase_kinase_kinase_1_[EC:2.7.11.25]
K04417	mitogen-activated_protein_kinase_kinase_kinase_9_[EC:2.7.11.25]
K04418	mitogen-activated_protein_kinase_kinase_kinase_10_[EC:2.7.11.25]
K04419	mitogen-activated_protein_kinase_kinase_kinase_11_[EC:2.7.11.25]
K04420	mitogen-activated_protein_kinase_kinase_kinase_2_[EC:2.7.11.25]
K04421	mitogen-activated_protein_kinase_kinase_kinase_3_[EC:2.7.11.25]
K04422	mitogen-activated_protein_kinase_kinase_kinase_13_[EC:2.7.11.25]
K04423	mitogen-activated_protein_kinase_kinase_kinase_12_[EC:2.7.11.25]
K04424	sterile_alpha_motif_and_leucine_zipper_containing_kinase_AZK_[EC:2.7.11.25]
K04425	mitogen-activated_protein_kinase_kinase_kinase_6_[EC:2.7.11.25]
K04426	mitogen-activated_protein_kinase_kinase_kinase_5_[EC:2.7.11.25]
K04427	mitogen-activated_protein_kinase_kinase_kinase_7_[EC:2.7.11.25]
K04428	mitogen-activated_protein_kinase_kinase_kinase_4_[EC:2.7.11.25]
K04429	thousand_and_one_amino_acid_protein_kinase_[EC:2.7.11.1]
K04430	mitogen-activated_protein_kinase_kinase_4_[EC:2.7.12.2]
K04431	mitogen-activated_protein_kinase_kinase_7_[EC:2.7.12.2]
K04432	mitogen-activated_protein_kinase_kinase_3_[EC:2.7.12.2]
K04433	mitogen-activated_protein_kinase_kinase_6_[EC:2.7.12.2]
K04434	mitogen-activated_protein_kinase_8_interacting_protein_1
K04435	mitogen-activated_protein_kinase_8_interacting_protein_2
K04436	mitogen-activated_protein_kinase_8_interacting_protein_3
K04437	filamin
K04438	proto-oncogene_C-crk
K04439	beta-arrestin
K04440	c-Jun_N-terminal_kinase_[EC:2.7.11.24]
K04441	p38_MAP_kinase_[EC:2.7.11.24]
K04442	mitogen-activated_protein_kinase-activated_protein_kinase_5_[EC:2.7.11.1]
K04443	mitogen-activated_protein_kinase-activated_protein_kinase_2_[EC:2.7.11.1]
K04444	mitogen-activated_protein_kinase-activated_protein_kinase_3_[EC:2.7.11.1]
K04445	ribosomal_protein_S6_kinase_alpha-5_[EC:2.7.11.1]
K04446	nuclear_factor_of_activated_T-cells,_cytoplasmic_1
K04447	Janus_kinase_2_[EC:2.7.10.2]
K04448	transcription_factor_AP-1
K04449	transcription_factor_jun-D
K04450	cyclic_AMP-dependent_transcription_factor_ATF-2
K04451	tumor_protein_p53
K04452	DNA_damage-inducible_transcript_3
K04453	Max_protein
K04454	MADS-box_transcription_enhancer_factor_2C
K04455	heat_shock_protein_beta-1
K04456	RAC_serine/threonine-protein_kinase_[EC:2.7.11.1]
K04457	protein_phosphatase_1A_[EC:3.1.3.16]
K04458	protein-tyrosine_phosphatase_[EC:3.1.3.48]
K04459	dual_specificity_phosphatase_[EC:3.1.3.16_3.1.3.48]
K04460	serine/threonine-protein_phosphatase_5_[EC:3.1.3.16]
K04461	protein_phosphatase_1B_[EC:3.1.3.16]
K04462	ecotropic_virus_integration_site_1_protein
K04463	mitogen-activated_protein_kinase_kinase_5_[EC:2.7.12.2]
K04464	mitogen-activated_protein_kinase_7_[EC:2.7.11.24]
K04465	nuclear_receptor_subfamily_4_group_A_member_1
K04466	mitogen-activated_protein_kinase_kinase_kinase_14_[EC:2.7.11.25]
K04467	inhibitor_of_nuclear_factor_kappa-B_kinase_subunit_alpha_[EC:2.7.11.10]
