KO	cefoperazone-pretreated	clindamycin-pretreated	streptomycin-pretreated	ex-germfree	gene_name	CD630_genes	pathways	enzymatic_reactions	chemical_formulas
K03040	154	100	73	234	DNA-directed_RNA_polymerase_subunit_alpha_[EC:2.7.7.6]	cdf:CD630_00980	Purine_metabolism,Pyrimidine_metabolism,Metabolic_pathways,RNA_polymerase	R00435,R00441,R00442,R00443	C00002<=>C00046,C00044<=>C00046,C00046<=>C00044,C00063<=>C00046,C00075<=>C00046
K03043	59	50	26	129	DNA-directed_RNA_polymerase_subunit_beta_[EC:2.7.7.6]	cdf:CD630_00660	Purine_metabolism,Pyrimidine_metabolism,Metabolic_pathways,RNA_polymerase	R00435,R00441,R00442,R00443	C00002<=>C00046,C00044<=>C00046,C00046<=>C00044,C00063<=>C00046,C00075<=>C00046
K03046	75	60	37	131	DNA-directed_RNA_polymerase_subunit_beta'_[EC:2.7.7.6]	cdf:CD630_00670	Purine_metabolism,Pyrimidine_metabolism,Metabolic_pathways,RNA_polymerase	R00435,R00441,R00442,R00443	C00002<=>C00046,C00044<=>C00046,C00046<=>C00044,C00063<=>C00046,C00075<=>C00046
K03060	11	10	12	0	DNA-directed_RNA_polymerase_subunit_omega_[EC:2.7.7.6]	cdf:CD630_25871	Purine_metabolism,Pyrimidine_metabolism,Metabolic_pathways,RNA_polymerase	R00435,R00441,R00442,R00443	C00002<=>C00046,C00044<=>C00046,C00046<=>C00044,C00063<=>C00046,C00075<=>C00046
K03070	36	24	21	10	preprotein_translocase_subunit_SecA	cdf:CD630_01430,cdf:CD630_27920	Protein_export,Bacterial_secretion_system	NA	NA
K03073	70	44	23	29	preprotein_translocase_subunit_SecE	cdf:CD630_00590	Protein_export,Bacterial_secretion_system	NA	NA
K03075	16	13	10	5	preprotein_translocase_subunit_SecG	cdf:CD630_31691	Protein_export,Bacterial_secretion_system	NA	NA
K03076	125	72	48	17	preprotein_translocase_subunit_SecY	cdf:CD630_00900	Protein_export,Bacterial_secretion_system	NA	NA
K03077	0	2	1	0	L-ribulose-5-phosphate_4-epimerase_[EC:5.1.3.4]	cdf:CD630_22780	Ascorbate_and_aldarate_metabolism,Metabolic_pathways,Microbial_metabolism_in_diverse_environments	R05850	C01101<=>C00231,C01101=>C00231
K03086	59	38	73	20	RNA_polymerase_primary_sigma_factor	cdf:CD630_14550,cdf:CD630_14980	NA	NA	NA
K03088	3	3	3	0	RNA_polymerase_sigma-70_factor,_ECF_subfamily	cdf:CD630_06770,cdf:CD630_15580	NA	NA	NA
K03090	5	6	9	1	RNA_polymerase_sigma-B_factor	cdf:CD630_00110	NA	NA	NA
K03091	30	91	181	34	RNA_polymerase_sporulation-specific_sigma_factor	cdf:CD630_00570,cdf:CD630_07720,cdf:CD630_26420,cdf:CD630_26430	NA	NA	NA
K03092	2	3	4	0	RNA_polymerase_sigma-54_factor	cdf:CD630_31760	Two-component_system,Vibrio_cholerae_pathogenic_cycle	NA	NA
K03100	33	27	39	3	signal_peptidase_I_[EC:3.4.21.89]	cdf:CD630_05540,cdf:CD630_05550,cdf:CD630_13310	Protein_export	NA	NA
K03101	4	4	2	1	signal_peptidase_II_[EC:3.4.23.36]	cdf:CD630_19030,cdf:CD630_25970	Protein_export	NA	NA
K03106	24	18	18	18	signal_recognition_particle_subunit_SRP54	cdf:CD630_12520	Protein_export,Bacterial_secretion_system	NA	NA
K03110	10	10	12	3	fused_signal_recognition_particle_receptor	cdf:CD630_12510	Protein_export,Bacterial_secretion_system	NA	NA
K03111	168	107	53	58	single-strand_DNA-binding_protein	cdf:CD630_29410,cdf:CD630_36620	DNA_replication,Mismatch_repair,Homologous_recombination	NA	NA
K03147	0	1	1	0	thiamine_biosynthesis_protein_ThiC	cdf:CD630_17020	Thiamine_metabolism,Metabolic_pathways	R03472	C03373=>C01279,C03373<=>C01279
K03148	0	0	0	0	sulfur_carrier_protein_ThiS_adenylyltransferase_[EC:2.7.7.73]	cdf:CD630_17030	Thiamine_metabolism,Metabolic_pathways,Sulfur_relay_system	R07459,R07462	C15810=>C15813,C15813<=>C15810,C15814=>C15815,C15815<=>C15814
K03149	0	0	0	0	thiamine_biosynthesis_ThiG	cdf:CD630_17040	Thiamine_metabolism,Metabolic_pathways	R07465	C00082+C15809+C15815=>C04327
K03150	24	37	33	1	thiamine_biosynthesis_ThiH	cdf:CD630_17050,cdf:CD630_21560	Thiamine_metabolism,Metabolic_pathways	NA	NA
K03151	9	6	4	1	thiamine_biosynthesis_protein_ThiI	cdf:CD630_07540	Thiamine_metabolism,Metabolic_pathways,Sulfur_relay_system	R07461	C15812+C15813=>C15814,C15814<=>C15813
K03154	0	0	0	0	sulfur_carrier_protein	cdf:CD630_17021	Sulfur_relay_system	NA	NA
K03168	12	9	8	9	DNA_topoisomerase_I_[EC:5.99.1.2]	cdf:CD630_12740	NA	NA	NA
K03169	5	3	8	0	DNA_topoisomerase_III_[EC:5.99.1.2]	cdf:CD630_04210,cdf:CD630_11060,cdf:CD630_22750,cdf:CD630_24040	NA	NA	NA
K03177	17	16	14	5	tRNA_pseudouridine55_synthase_[EC:5.4.99.25]	cdf:CD630_13140	NA	NA	NA
K03210	37	27	22	39	preprotein_translocase_subunit_YajC	cdf:CD630_28010	Protein_export,Bacterial_secretion_system	NA	NA
K03215	5	1	2	1	23S_rRNA_(uracil1939-C5)-methyltransferase_[EC:2.1.1.190]	cdf:CD630_33930	NA	NA	NA
K03216	6	3	3	3	tRNA_(cytidine/uridine-2'-O-)-methyltransferase_[EC:2.1.1.207]	cdf:CD630_05660	NA	NA	NA
K03217	38	24	20	6	preprotein_translocase_subunit_YidC	cdf:CD630_36780	Protein_export,Bacterial_secretion_system	NA	NA
K03218	13	7	8	0	23S_rRNA_(guanosine2251-2'-O)-methyltransferase_[EC:2.1.1.185]	cdf:CD630_00550	NA	NA	NA
K03284	5	3	3	0	magnesium_transporter	cdf:CD630_21220	NA	NA	NA
K03294	2	4	4	1	basic_amino_acid/polyamine_antiporter,_APA_family	cdf:CD630_24650	NA	NA	NA
K03296	9	6	4	0	hydrophobic/amphiphilic_exporter-1_(mainly_G-_bacteria),_HAE1_family	cdf:CD630_24070	NA	NA	NA
K03299	0	0	2	0	gluconate:H+_symporter,_GntP_family	cdf:CD630_17370,cdf:CD630_28120	NA	NA	NA
K03305	11	52	42	1	proton-dependent_oligopeptide_transporter,_POT_family	cdf:CD630_22620	NA	NA	NA
K03307	34	2	52	12	solute:Na+_symporter,_SSS_family	cdf:CD630_22390,cdf:CD630_35750	NA	NA	NA
K03310	11	3	6	2	alanine_or_glycine:cation_symporter,_AGCS_family	cdf:CD630_16960,cdf:CD630_22760,cdf:CD630_24220	NA	NA	NA
K03311	43	227	208	6	branched-chain_amino_acid:cation_transporter,_LIVCS_family	cdf:CD630_12590,cdf:CD630_12600	NA	NA	NA
K03312	0	3	3	0	glutamate:Na+_symporter,_ESS_family	cdf:CD630_17460	NA	NA	NA
K03315	0	2	2	0	Na+:H+_antiporter,_NhaC_family	cdf:CD630_04490,cdf:CD630_27340	NA	NA	NA
K03316	5	8	7	3	monovalent_cation:H+_antiporter,_CPA1_family	cdf:CD630_26691	NA	NA	NA
K03324	10	8	6	4	phosphate:Na+_symporter	cdf:CD630_17290,cdf:CD630_32860	NA	NA	NA
K03367	8	4	6	6	D-alanine--poly(phosphoribitol)_ligase_subunit_1_[EC:6.1.1.13]	cdf:CD630_28530	D-Alanine_metabolism,Staphylococcus_aureus_infection	R02718	C00133=>C04260
K03399	5	4	2	1	cobalt-precorrin-6Y_C5-methyltransferase_[EC:2.1.1.-]	cdf:CD630_34280	Porphyrin_and_chlorophyll_metabolism,Metabolic_pathways	R07774	C11543=>C16244,C11543<=>C16244
K03406	9	6	5	1	methyl-accepting_chemotaxis_protein	cdf:CD630_05380	Two-component_system,Bacterial_chemotaxis	NA	NA
K03407	9	7	5	0	two-component_system,_chemotaxis_family,_sensor_kinase_CheA_[EC:2.7.13.3]	cdf:CD630_05390	Two-component_system,Bacterial_chemotaxis	NA	NA
K03408	12	7	7	0	purine-binding_chemotaxis_protein_CheW	cdf:CD630_05360,cdf:CD630_05400	Two-component_system,Bacterial_chemotaxis	NA	NA
K03410	5	5	4	0	chemotaxis_protein_CheC	cdf:CD630_05340	Bacterial_chemotaxis	NA	NA
K03411	5	4	4	0	chemotaxis_protein_CheD_[EC:3.5.1.44]	cdf:CD630_05350	Bacterial_chemotaxis	NA	NA
K03412	6	4	2	0	two-component_system,_chemotaxis_family,_response_regulator_CheB_[EC:3.1.1.61]	cdf:CD630_05420	Two-component_system,Bacterial_chemotaxis	NA	NA
K03413	4	5	4	1	two-component_system,_chemotaxis_family,_response_regulator_CheY	cdf:CD630_05330	Two-component_system,Bacterial_chemotaxis	NA	NA
K03429	5	4	8	1	1,2-diacylglycerol_3-glucosyltransferase_[EC:2.4.1.157]	cdf:CD630_00190	Glycerolipid_metabolism,Metabolic_pathways	R02689	C00641=>C04046,C04046<=>C00641
K03437	2	1	1	0	RNA_methyltransferase,_TrmH_family	cdf:CD630_06980	NA	NA	NA
K03438	3	2	1	6	16S_rRNA_(cytosine1402-N4)-methyltransferase_[EC:2.1.1.199]	cdf:CD630_26580	NA	NA	NA
K03458	3	4	3	0	nucleobase:cation_symporter-2,_NCS2_family	cdf:CD630_31800	NA	NA	NA
K03465	12	6	9	5	thymidylate_synthase_(FAD)_[EC:2.1.1.148]	cdf:CD630_00540	Pyrimidine_metabolism,One_carbon_pool_by_folate	R06613	C00365=>C00364,C00143<=>C00101
K03466	6	2	2	3	DNA_segregation_ATPase_FtsK/SpoIIIE,_S-DNA-T_family	cdf:CD630_13240	NA	NA	NA
K03470	3	2	1	0	ribonuclease_HII_[EC:3.1.26.4]	cdf:CD630_12620	DNA_replication	NA	NA
K03475	1	19	12	0	PTS_system,_ascorbate-specific_IIC_component	cdf:CD630_36290	Ascorbate_and_aldarate_metabolism,Metabolic_pathways,Microbial_metabolism_in_diverse_environments,Phosphotransferase_system_(PTS)	R07671	C00072=>C16186,C00072<=>C16186
K03478	11	11	14	1	hypothetical_protein	cdf:CD630_28810	NA	NA	NA
K03481	3	0	1	0	RpiR_family_transcriptional_regulator,_glv_operon_transcriptional_regulator	cdf:CD630_30620	NA	NA	NA
K03484	1	2	4	0	LacI_family_transcriptional_regulator,_sucrose_operon_repressor	cdf:CD630_18040	NA	NA	NA
K03486	8	6	9	1	GntR_family_transcriptional_regulator,_trehalose_operon_transcriptional_repressor	cdf:CD630_30900	NA	NA	NA
K03488	2	3	3	1	beta-glucoside_operon_transcriptional_antiterminator	cdf:CD630_26680,cdf:CD630_30980,cdf:CD630_31260	NA	NA	NA
K03495	8	6	4	2	tRNA_uridine_5-carboxymethylaminomethyl_modification_enzyme	cdf:CD630_36750	NA	NA	NA
K03496	35	55	60	8	chromosome_partitioning_protein	cdf:CD630_20080,cdf:CD630_36720	NA	NA	NA
K03497	19	18	37	4	chromosome_partitioning_protein,_ParB_family	cdf:CD630_36710,cdf:CD630_36730	NA	NA	NA
K03498	5	4	2	0	trk_system_potassium_uptake_protein_TrkH	cdf:CD630_06960	NA	NA	NA
K03499	5	5	2	0	trk_system_potassium_uptake_protein_TrkA	cdf:CD630_06970	NA	NA	NA
K03500	3	2	1	0	16S_rRNA_(cytosine967-C5)-methyltransferase_[EC:2.1.1.176]	cdf:CD630_25810	NA	NA	NA
K03517	1	0	0	0	quinolinate_synthase_[EC:2.5.1.72]	cdf:CD630_23720	Nicotinate_and_nicotinamide_metabolism,Metabolic_pathways	R04292	C05840+C00111=>C03722,C05840<=>C03722
K03518	0	1	1	0	carbon-monoxide_dehydrogenase_small_subunit_[EC:1.2.99.2]	cdf:CD630_20880	Nitrotoluene_degradation,Methane_metabolism,Carbon_fixation_pathways_in_prokaryotes,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R07157,R08034	C00011<=>C00237,C00011=>C00237,C00237<=>C00011,C16396=>C16399,C16396<=>C16399
K03521	251	203	361	230	electron_transfer_flavoprotein_beta_subunit	cdf:CD630_04000,cdf:CD630_08040,cdf:CD630_11710	NA	NA	NA
K03522	405	373	650	27	electron_transfer_flavoprotein_alpha_subunit	cdf:CD630_04010,cdf:CD630_08050,cdf:CD630_10560,cdf:CD630_11720	NA	NA	NA
K03523	1	0	0	0	biotin_transport_system_substrate-specific_component	cdf:CD630_29710	ABC_transporters	NA	NA
K03524	1	0	1	0	BirA_family_transcriptional_regulator,_biotin_operon_repressor_/_biotin-[acetyl-CoA-carboxylase]_ligase_[EC:6.3.4.15]	cdf:CD630_35580	Biotin_metabolism,Metabolic_pathways	R01074,R05145	C00120=>C05921,C00120<=>C05921,C05921=>C06250,C05921<=>C06250
K03525	18	9	7	6	type_III_pantothenate_kinase_[EC:2.7.1.33]	cdf:CD630_35550	Pantothenate_and_CoA_biosynthesis,Metabolic_pathways	R02971,R03018,R04391	C00831=>C01134,C00864=>C03492,C00864<=>C03492,C04079=>C04352
K03526	2	4	3	1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[EC:1.17.7.1]	cdf:CD630_21280	Terpenoid_backbone_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R08689	C11453=>C11811,C11453<=>C11811
K03527	9	5	8	0	4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase_[EC:1.17.1.2]	cdf:CD630_18180	Terpenoid_backbone_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R05884,R07219,R08209,R08210	C11811=>C00129,C11811<=>C00129,C11811=>C00235,C11811<=>C00235,C11811=>C00129,C11811<=>C00129,C11811=>C00235,C11811<=>C00235
K03529	9	7	9	1	chromosome_segregation_protein	cdf:CD630_12500	NA	NA	NA
K03530	85	64	69	35	DNA-binding_protein_HU-beta	cdf:CD630_34960	NA	NA	NA
K03531	26	29	59	6	cell_division_protein_FtsZ	cdf:CD630_26460	Cell_cycle_-_Caulobacter	NA	NA
K03536	22	14	6	13	ribonuclease_P_protein_component_[EC:3.1.26.5]	cdf:CD630_36790	NA	NA	NA
K03537	1	4	3	0	ribonuclease_P/MRP_protein_subunit_POP5_[EC:3.1.26.5]	cdf:CD630_12900	Ribosome_biogenesis_in_eukaryotes,RNA_transport	NA	NA
K03544	69	64	74	58	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX	cdf:CD630_33040	Cell_cycle_-_Caulobacter	NA	NA
K03545	69	57	60	14	trigger_factor	cdf:CD630_33060	NA	NA	NA
K03546	5	5	7	0	exonuclease_SbcC	cdf:CD630_10430	NA	NA	NA
K03547	5	5	8	0	exonuclease_SbcD	cdf:CD630_10420	NA	NA	NA
K03551	3	2	2	1	holliday_junction_DNA_helicase_RuvB_[EC:3.6.4.12]	cdf:CD630_28050	Homologous_recombination	NA	NA
K03553	10	10	14	3	recombination_protein_RecA	cdf:CD630_13280	Homologous_recombination	NA	NA
K03563	18	19	26	3	carbon_storage_regulator	cdf:CD630_02340	Two-component_system	NA	NA
K03564	8	3	4	0	peroxiredoxin_Q/BCP_[EC:1.11.1.15]	cdf:CD630_18220	NA	NA	NA
K03565	3	1	2	0	regulatory_protein	cdf:CD630_25250	NA	NA	NA
K03568	3	2	3	1	TldD_protein	cdf:CD630_28670	NA	NA	NA
K03569	40	33	26	41	rod_shape-determining_protein_MreB_and_related_proteins	cdf:CD630_01270,cdf:CD630_11450	NA	NA	NA
K03570	12	10	6	1	rod_shape-determining_protein_MreC	cdf:CD630_11460	NA	NA	NA
K03571	11	10	5	1	rod_shape-determining_protein_MreD	cdf:CD630_11470	NA	NA	NA
K03572	7	5	3	1	DNA_mismatch_repair_protein_MutL	cdf:CD630_19760	Mismatch_repair	NA	NA
K03574	15	11	15	1	7,8-dihydro-8-oxoguanine_triphosphatase_[EC:3.6.1.-]	cdf:CD630_07050	NA	NA	NA
K03581	1	2	0	0	exodeoxyribonuclease_V_alpha_subunit_[EC:3.1.11.5]	cdf:CD630_01320	Homologous_recombination	NA	NA
K03584	8	17	13	1	DNA_repair_protein_RecO_(recombination_protein_O)	cdf:CD630_24350	Homologous_recombination	NA	NA
K03588	11	21	26	2	cell_division_protein_FtsW	cdf:CD630_26520	Cell_cycle_-_Caulobacter	NA	NA
K03589	1	1	7	0	cell_division_protein_FtsQ	cdf:CD630_26500	Cell_cycle_-_Caulobacter	NA	NA
K03592	5	3	7	0	PmbA_protein	cdf:CD630_28660	NA	NA	NA
K03594	0	10	15	0	bacterioferritin	cdf:CD630_28650	NA	NA	NA
K03595	14	15	14	14	GTP-binding_protein_Era	cdf:CD630_24370	NA	NA	NA
K03596	12	9	6	15	GTP-binding_protein_LepA	cdf:CD630_24670	Legionellosis	NA	NA
K03601	4	3	2	0	exodeoxyribonuclease_VII_large_subunit_[EC:3.1.11.6]	cdf:CD630_12030	Mismatch_repair	NA	NA
K03602	4	2	2	1	exodeoxyribonuclease_VII_small_subunit_[EC:3.1.11.6]	cdf:CD630_12040	Mismatch_repair	NA	NA
K03608	36	47	87	4	cell_division_topological_specificity_factor	cdf:CD630_11510	NA	NA	NA
K03609	36	49	99	21	septum_site-determining_protein_MinD	cdf:CD630_11500	NA	NA	NA
K03610	36	47	99	3	septum_site-determining_protein_MinC	cdf:CD630_11490	NA	NA	NA
K03612	27	37	17	6	electron_transport_complex_protein_RnfG	cdf:CD630_11390	NA	NA	NA
K03613	18	21	11	3	electron_transport_complex_protein_RnfE	cdf:CD630_11400	NA	NA	NA
K03614	21	29	12	4	electron_transport_complex_protein_RnfD	cdf:CD630_11380	NA	NA	NA
K03615	23	38	18	3	electron_transport_complex_protein_RnfC	cdf:CD630_11370	NA	NA	NA
K03616	28	39	18	4	electron_transport_complex_protein_RnfB	cdf:CD630_11420	NA	NA	NA
K03617	18	29	12	6	electron_transport_complex_protein_RnfA	cdf:CD630_11410	NA	NA	NA
K03621	31	14	7	2	glycerol-3-phosphate_acyltransferase_PlsX_[EC:2.3.1.15]	cdf:CD630_11780	Glycerolipid_metabolism,Glycerophospholipid_metabolism,Metabolic_pathways	R00851	C00040+C00093=>C00681,C00093+C00040=>C00681,C00093<=>C00681
K03624	21	18	15	5	transcription_elongation_factor_GreA	cdf:CD630_35530	NA	NA	NA
K03625	6	5	2	2	N_utilization_substance_protein_B	cdf:CD630_12010	NA	NA	NA
K03629	18	12	8	1	DNA_replication_and_repair_protein_RecF	cdf:CD630_00040	Homologous_recombination	NA	NA
K03630	29	17	11	3	DNA_repair_protein_RadC	cdf:CD630_11440	NA	NA	NA
K03631	5	3	2	3	DNA_repair_protein_RecN_(Recombination_protein_N)	cdf:CD630_12090	NA	NA	NA
K03637	5	3	4	0	molybdenum_cofactor_biosynthesis_protein_C	cdf:CD630_17140	Folate_biosynthesis,Metabolic_pathways,Sulfur_relay_system	R09394	C00044=>C18239,C00044<=>C18239
K03639	5	5	4	0	molybdenum_cofactor_biosynthesis_protein	cdf:CD630_17130	Folate_biosynthesis,Metabolic_pathways,Sulfur_relay_system	R09394	C00044=>C18239,C00044<=>C18239
K03648	4	6	7	1	uracil-DNA_glycosylase_[EC:3.2.2.27]	cdf:CD630_24810	Base_excision_repair,Primary_immunodeficiency	NA	NA
K03650	8	3	3	1	tRNA_modification_GTPase_[EC:3.6.-.-]	cdf:CD630_36760	NA	NA	NA
K03652	9	5	9	0	DNA-3-methyladenine_glycosylase_[EC:3.2.2.21]	cdf:CD630_14930	Base_excision_repair	NA	NA
K03654	0	2	2	0	ATP-dependent_DNA_helicase_RecQ_[EC:3.6.4.12]	cdf:CD630_17010	RNA_degradation	NA	NA
K03657	21	20	13	6	DNA_helicase_II_/_ATP-dependent_DNA_helicase_PcrA_[EC:3.6.4.12]	cdf:CD630_03280,cdf:CD630_04550,cdf:CD630_07490,cdf:CD630_10380	Nucleotide_excision_repair,Mismatch_repair	NA	NA
K03660	3	3	3	0	N-glycosylase/DNA_lyase_[EC:3.2.2.-_4.2.99.18]	cdf:CD630_01910	Base_excision_repair	NA	NA
K03664	29	24	14	9	SsrA-binding_protein	cdf:CD630_31570	NA	NA	NA
K03665	13	16	32	2	GTP-binding_protein_HflX	cdf:CD630_07880,cdf:CD630_22090	NA	NA	NA
K03666	17	14	10	6	host_factor-I_protein	cdf:CD630_19740	RNA_degradation	NA	NA
K03671	107	120	137	14	thioredoxin_1	cdf:CD630_16900,cdf:CD630_23550,cdf:CD630_30330	NA	NA	NA
K03685	5	2	1	1	ribonuclease_III_[EC:3.1.26.3]	cdf:CD630_12480	Ribosome_biogenesis_in_eukaryotes,Proteoglycans_in_cancer	NA	NA
K03686	8	9	5	2	molecular_chaperone_DnaJ	cdf:CD630_24600	NA	NA	NA
K03687	12	17	10	4	molecular_chaperone_GrpE	cdf:CD630_24620	NA	NA	NA
K03688	3	1	0	0	ubiquinone_biosynthesis_protein	cdf:CD630_27470	Ubiquinone_and_other_terpenoid-quinone_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R04987,R08768	C05810=>C05811,C05810<=>C05811,C05807=>C17551,C05807<=>C17551
K03695	4	3	8	7	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpB	cdf:CD630_20200	NA	NA	NA
K03696	10	16	24	2	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpC	cdf:CD630_00260	NA	NA	NA
K03699	15	15	27	4	putative_hemolysin	cdf:CD630_10440	NA	NA	NA
K03701	6	3	3	6	excinuclease_ABC_subunit_A	cdf:CD630_34110	Nucleotide_excision_repair	NA	NA
K03702	3	3	4	3	excinuclease_ABC_subunit_B	cdf:CD630_34120	Nucleotide_excision_repair	NA	NA
K03703	2	1	3	0	excinuclease_ABC_subunit_C	cdf:CD630_34100	Nucleotide_excision_repair	NA	NA
K03704	356	278	124	823	cold_shock_protein_(beta-ribbon,_CspA_family)	cdf:CD630_08920,cdf:CD630_13550,cdf:CD630_23100	NA	NA	NA
K03705	7	8	6	1	heat-inducible_transcriptional_repressor	cdf:CD630_24630	NA	NA	NA
K03706	27	37	28	42	transcriptional_pleiotropic_repressor	cdf:CD630_12750	NA	NA	NA
K03710	17	9	16	0	GntR_family_transcriptional_regulator	cdf:CD630_10090,cdf:CD630_10730,cdf:CD630_28850,cdf:CD630_34520	NA	NA	NA
K03711	37	26	32	4	Fur_family_transcriptional_regulator,_ferric_uptake_regulator	cdf:CD630_12870	NA	NA	NA
K03716	5	3	7	2	spore_photoproduct_lyase_[EC:4.1.99.14]	cdf:CD630_02750	NA	NA	NA
K03719	35	30	31	6	Lrp/AsnC_family_transcriptional_regulator,_leucine-responsive_regulatory_protein	cdf:CD630_35440	NA	NA	NA
K03722	1	1	1	0	ATP-dependent_DNA_helicase_DinG_[EC:3.6.4.12]	cdf:CD630_14310	NA	NA	NA
K03723	4	3	1	2	transcription-repair_coupling_factor_(superfamily_II_helicase)_[EC:3.6.4.-]	cdf:CD630_35010	Nucleotide_excision_repair	NA	NA
K03734	3	1	2	0	thiamine_biosynthesis_lipoprotein	cdf:CD630_24830	NA	NA	NA
K03735	8	0	6	6	ethanolamine_ammonia-lyase_large_subunit_[EC:4.3.1.7]	cdf:CD630_19130	Glycerophospholipid_metabolism	R00749	C00189<=>C00084
K03736	7	0	3	8	ethanolamine_ammonia-lyase_small_subunit_[EC:4.3.1.7]	cdf:CD630_19140	Glycerophospholipid_metabolism	R00749	C00189<=>C00084
K03737	204	190	233	91	putative_pyruvate-flavodoxin_oxidoreductase_[EC:1.2.7.-]	cdf:CD630_26820	Carbon_fixation_pathways_in_prokaryotes,Microbial_metabolism_in_diverse_environments,Carbon_metabolism	R01196	C00024<=>C00022,C00022<=>C00024,C00022=>C00024,C00024=>C00022,C00024+C00011=>C00022,C00024+C00011<=>C00022
K03739	7	4	6	7	membrane_protein_involved_in_D-alanine_export	cdf:CD630_28520	Staphylococcus_aureus_infection	NA	NA
K03740	7	2	5	1	D-alanine_transfer_protein	cdf:CD630_28540	Staphylococcus_aureus_infection	NA	NA
K03742	6	5	5	0	competence/damage-inducible_protein_CinA	cdf:CD630_14090	NA	NA	NA
K03750	3	2	2	0	molybdopterin_molybdotransferase_[EC:2.10.1.1]	cdf:CD630_10810	NA	NA	NA
K03752	3	4	4	0	molybdopterin-guanine_dinucleotide_biosynthesis_protein_A_[EC:2.7.7.77]	cdf:CD630_17090	NA	NA	NA
K03753	3	2	2	0	molybdopterin-guanine_dinucleotide_biosynthesis_protein_B	cdf:CD630_10820	NA	NA	NA
K03763	4	3	3	1	DNA_polymerase_III_subunit_alpha,_Gram-positive_type_[EC:2.7.7.7]	cdf:CD630_13050	Purine_metabolism,Pyrimidine_metabolism,Metabolic_pathways,DNA_replication,Mismatch_repair,Homologous_recombination	R00375,R00376,R00377,R00378	C00131<=>C00039,C00039<=>C00131,C00286<=>C00039,C00458<=>C00039,C00459<=>C00039
K03768	21	21	26	7	peptidyl-prolyl_cis-trans_isomerase_B_(cyclophilin_B)_[EC:5.2.1.8]	cdf:CD630_03310	NA	NA	NA
K03769	51	35	18	8	peptidyl-prolyl_cis-trans_isomerase_C_[EC:5.2.1.8]	cdf:CD630_13570	NA	NA	NA
K03778	91	33	151	6	D-lactate_dehydrogenase_[EC:1.1.1.28]	cdf:CD630_03940	Pyruvate_metabolism	R00704	C00256<=>C00022
K03783	17	13	15	1	purine-nucleoside_phosphorylase_[EC:2.4.2.1]	cdf:CD630_12240	Purine_metabolism,Pyrimidine_metabolism,Nicotinate_and_nicotinamide_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748	C00212<=>C00147,C00294<=>C00262,C00330<=>C00242,C00387<=>C00242,C03150<=>C00153,C05841<=>C00253,C01762<=>C00385,C00526<=>C00106,C00526=>C00106,C00147<=>C00559,C00559<=>C00147,C05512=>C00262,C00262<=>C05512
K03789	5	7	13	1	ribosomal-protein-alanine_N-acetyltransferase_[EC:2.3.1.128]	cdf:CD630_01510	NA	NA	NA
K03797	3	10	9	0	carboxyl-terminal_processing_protease_[EC:3.4.21.102]	cdf:CD630_34550	NA	NA	NA
K03798	43	41	42	15	cell_division_protease_FtsH_[EC:3.4.24.-]	cdf:CD630_18280,cdf:CD630_35590	NA	NA	NA
K03800	6	7	13	0	lipoate-protein_ligase_A_[EC:2.7.7.63]	cdf:CD630_00460,cdf:CD630_07330,cdf:CD630_16540	Lipoic_acid_metabolism,Metabolic_pathways	R07770,R07771	C00725=>C16238,C00725<=>C16238,C16238=>C16237,C16238<=>C16237
K03803	7	8	8	1	sigma-E_factor_negative_regulatory_protein_RseC	cdf:CD630_27290	NA	NA	NA
K03809	4	5	6	0	Trp_repressor_binding_protein	cdf:CD630_14580	NA	NA	NA
K03810	1	2	1	0	virulence_factor	cdf:CD630_34500	NA	NA	NA
K03816	12	2	1	1	xanthine_phosphoribosyltransferase_[EC:2.4.2.22]	cdf:CD630_23300	Purine_metabolism,Metabolic_pathways,Biosynthesis_of_secondary_metabolites	R01229,R02142	C00242<=>C00144,C00385<=>C00655,C00655<=>C00385
K03826	3	2	2	0	putative_acetyltransferase_[EC:2.3.1.-]	cdf:CD630_29730	NA	NA	NA
K03827	7	5	5	2	putative_acetyltransferase_[EC:2.3.1.-]	cdf:CD630_36190	NA	NA	NA
K03833	5	4	4	1	selenocysteine-specific_elongation_factor	cdf:CD630_24930	NA	NA	NA
K03856	3	1	2	2	3-deoxy-7-phosphoheptulonate_synthase_[EC:2.5.1.54]	cdf:CD630_18320	Phenylalanine,_tyrosine_and_tryptophan_biosynthesis,Metabolic_pathways,Biosynthesis_of_secondary_metabolites,Biosynthesis_of_amino_acids	R01826	C00279+C00074=>C04691,C00279+C00074<=>C04691,C00074+C00279=>C04691
